,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author,publication_year
483084,337127-1,Acalypha acuminata,Acalypha acuminata Benth.,Euphorbiaceae,Species,137,337127-1,Species,Accepted,Euphorbiaceae,,Acalypha,,acuminata,,,,Benth.,,Hooker's J. Bot. Kew Gard. Misc., 6: 329,(1854),Acalypha acuminata,Benth.,137,,,,126,337127-1,,Y,Acalypha acuminata,Acalypha acuminata Benth.,337127-1,137,Acalypha acuminata Benth.,Acalypha acuminata Benth.,Acalypha acuminata Benth.,A.,A. acuminata,A. acuminata Benth.,A. acuminata Benth.,A. acuminata Benth.,1854
483497,1209-2,Acalypha cuspidata,Acalypha cuspidata Jacq.,Euphorbiaceae,Species,442,1209-2,Species,Accepted,Euphorbiaceae,,Acalypha,,cuspidata,,,,Jacq.,,Pl. Hort. Schoenbr., 2: 63,(1797),Acalypha cuspidata,Jacq.,442,,,,126,1209-2,,Y,Acalypha cuspidata,Acalypha cuspidata Jacq.,1209-2,442,Acalypha cuspidata Jacq.,Acalypha cuspidata Jacq.,Acalypha cuspidata Jacq.,A.,A. cuspidata,A. cuspidata Jacq.,A. cuspidata Jacq.,A. cuspidata Jacq.,1797
464277,337338-1,Acalypha dimorpha,Acalypha dimorpha Müll.Arg.,Euphorbiaceae,Species,476,337338-1,Species,Accepted,Euphorbiaceae,,Acalypha,,dimorpha,,,,Müll.Arg.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 11(2): 354,(1874),Acalypha dimorpha,Müll.Arg.,476,,,,126,337338-1,,Y,Acalypha dimorpha,Acalypha dimorpha Müll.Arg.,337338-1,476,Acalypha dimorpha Müll.Arg.,Acalypha dimorpha Müll.Arg.,Acalypha dimorpha Müll.Arg.,A.,A. dimorpha,A. dimorpha Müll.Arg.,A. dimorpha Müll.Arg.,A. dimorpha Müll.Arg.,1874
460806,1228-2,Acalypha diversifolia,Acalypha diversifolia Jacq.,Euphorbiaceae,Species,487,1228-2,Species,Accepted,Euphorbiaceae,,Acalypha,,diversifolia,,,,Jacq.,,Pl. Hort. Schoenbr., 2: 63,(1797),Acalypha diversifolia,Jacq.,487,,,,126,1228-2,,Y,Acalypha diversifolia,Acalypha diversifolia Jacq.,1228-2,487,Acalypha diversifolia Jacq.,Acalypha diversifolia Jacq.,Acalypha diversifolia Jacq.,A.,A. diversifolia,A. diversifolia Jacq.,A. diversifolia Jacq.,A. diversifolia Jacq.,1797
461636,337351-1,Acalypha dumetorum,Acalypha dumetorum Müll.Arg.,Euphorbiaceae,Species,499,337351-1,Species,Accepted,Euphorbiaceae,,Acalypha,,dumetorum,,,,Müll.Arg.,,J. Bot., 2: 334,(1864),Acalypha dumetorum,Müll.Arg.,499,,,,126,337351-1,,Y,Acalypha dumetorum,Acalypha dumetorum Müll.Arg.,337351-1,499,Acalypha dumetorum Müll.Arg.,Acalypha dumetorum Müll.Arg.,Acalypha dumetorum Müll.Arg.,A.,A. dumetorum,A. dumetorum Müll.Arg.,A. dumetorum Müll.Arg.,A. dumetorum Müll.Arg.,1864
464278,337360-1,Acalypha elliptica,Acalypha elliptica Sw.,Euphorbiaceae,Species,515,337360-1,Species,Accepted,Euphorbiaceae,,Acalypha,,elliptica,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 99,(1788),Acalypha elliptica,Sw.,515,,,,126,337360-1,,Y,Acalypha elliptica,Acalypha elliptica Sw.,337360-1,515,Acalypha elliptica Sw.,Acalypha elliptica Sw.,Acalypha elliptica Sw.,A.,A. elliptica,A. elliptica Sw.,A. elliptica Sw.,A. elliptica Sw.,1788
470740,337383-1,Acalypha filiformis,Acalypha filiformis Poir.,Euphorbiaceae,Species,541,337383-1,Species,Accepted,Euphorbiaceae,,Acalypha,,filiformis,,,,Poir.,J.B.A.M.de Lamarck,Encycl., 6: 205,(1804),Acalypha filiformis,Poir.,541,,,,126,337383-1,,Y,Acalypha filiformis,Acalypha filiformis Poir.,337383-1,541,Acalypha filiformis Poir.,Acalypha filiformis Poir.,Acalypha filiformis Poir.,A.,A. filiformis,A. filiformis Poir.,A. filiformis Poir.,A. filiformis Poir.,1804
465543,337388-1,Acalypha fimbriata,Acalypha fimbriata Schumach. & Thonn.,Euphorbiaceae,Species,552,337388-1,Species,Accepted,Euphorbiaceae,,Acalypha,,fimbriata,,,,Schumach. & Thonn.,C.F.Schumacher,Beskr. Guin. Pl.,: 409,(1827),Acalypha fimbriata,Schumach. & Thonn.,552,,,,126,337388-1,,Y,Acalypha fimbriata,Acalypha fimbriata Schumach. & Thonn.,337388-1,552,Acalypha fimbriata Schumach. & Thonn.,Acalypha fimbriata Schumach. & Thonn.,Acalypha fimbriata Schumach. & Thonn.,A.,A. fimbriata,A. fimbriata Schumach. & Thonn.,A. fimbriata Schumach. & Thonn.,A. fimbriata Schumach. & Thonn.,1827
466684,337420-1,Acalypha glabrata,Acalypha glabrata Thunb.,Euphorbiaceae,Species,596,337420-1,Species,Accepted,Euphorbiaceae,,Acalypha,,glabrata,,,,Thunb.,,Prodr. Pl. Cap.,: 117,(1800),Acalypha glabrata,Thunb.,596,,,,126,337420-1,,Y,Acalypha glabrata,Acalypha glabrata Thunb.,337420-1,596,Acalypha glabrata Thunb.,Acalypha glabrata Thunb.,Acalypha glabrata Thunb.,A.,A. glabrata,A. glabrata Thunb.,A. glabrata Thunb.,A. glabrata Thunb.,1800
485328,1272-2,Acalypha glandulosa,Acalypha glandulosa Cav.,Euphorbiaceae,Species,606,1272-2,Species,Accepted,Euphorbiaceae,,Acalypha,,glandulosa,,,,Cav.,,Anales Hist. Nat., 2: 141,(1800),Acalypha glandulosa,Cav.,606,,,,126,1272-2,,Y,Acalypha glandulosa,Acalypha glandulosa Cav.,1272-2,606,Acalypha glandulosa Cav.,Acalypha glandulosa Cav.,Acalypha glandulosa Cav.,A.,A. glandulosa,A. glandulosa Cav.,A. glandulosa Cav.,A. glandulosa Cav.,1800
465545,337437-1,Acalypha gracilis,Acalypha gracilis Spreng.,Euphorbiaceae,Species,624,337437-1,Species,Accepted,Euphorbiaceae,,Acalypha,,gracilis,,,,Spreng.,,"Syst. Veg., ed. 16.", 4(2): 315,(1827),Acalypha gracilis,Spreng.,624,,,,126,337437-1,,Y,Acalypha gracilis,Acalypha gracilis Spreng.,337437-1,624,Acalypha gracilis Spreng.,Acalypha gracilis Spreng.,Acalypha gracilis Spreng.,A.,A. gracilis,A. gracilis Spreng.,A. gracilis Spreng.,A. gracilis Spreng.,1827
465958,337478-1,Acalypha hispida,Acalypha hispida Burm.f.,Euphorbiaceae,Species,689,337478-1,Species,Accepted,Euphorbiaceae,,Acalypha,,hispida,,,,Burm.f.,,Fl. Indica,: 303,(1768),Acalypha hispida,Burm.f.,689,,,,126,337478-1,,Y,Acalypha hispida,Acalypha hispida Burm.f.,337478-1,689,Acalypha hispida Burm.f.,Acalypha hispida Burm.f.,Acalypha hispida Burm.f.,A.,A. hispida,A. hispida Burm.f.,A. hispida Burm.f.,A. hispida Burm.f.,1768
465547,337497-1,Acalypha indica,Acalypha indica L.,Euphorbiaceae,Species,713,337497-1,Species,Accepted,Euphorbiaceae,,Acalypha,,indica,,,,L.,,Sp. Pl.,: 1003,(1753),Acalypha indica,L.,713,,,,126,337497-1,,Y,Acalypha indica,Acalypha indica L.,337497-1,713,Acalypha indica L.,Acalypha indica L.,Acalypha indica L.,A.,A. indica,A. indica L.,A. indica L.,A. indica L.,1753
483220,337524-1,Acalypha laevigata,Acalypha laevigata Sw.,Euphorbiaceae,Species,769,337524-1,Species,Accepted,Euphorbiaceae,,Acalypha,,laevigata,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 99,(1788),Acalypha laevigata,Sw.,769,,,,126,337524-1,,Y,Acalypha laevigata,Acalypha laevigata Sw.,337524-1,769,Acalypha laevigata Sw.,Acalypha laevigata Sw.,Acalypha laevigata Sw.,A.,A. laevigata,A. laevigata Sw.,A. laevigata Sw.,A. laevigata Sw.,1788
460194,337563-1,Acalypha longispica,Acalypha longispica Warb.,Euphorbiaceae,Species,820,337563-1,Species,Accepted,Euphorbiaceae,,Acalypha,,longispica,,,,Warb.,,Bot. Jahrb. Syst., 18: 197,(1893),Acalypha longispica,Warb.,820,,,,126,337563-1,,Y,Acalypha longispica,Acalypha longispica Warb.,337563-1,820,Acalypha longispica Warb.,Acalypha longispica Warb.,Acalypha longispica Warb.,A.,A. longispica,A. longispica Warb.,A. longispica Warb.,A. longispica Warb.,1893
459383,1362-2,Acalypha macrostachya,Acalypha macrostachya Jacq.,Euphorbiaceae,Species,838,1362-2,Species,Accepted,Euphorbiaceae,,Acalypha,,macrostachya,,,,Jacq.,,Pl. Hort. Schoenbr., 2: 63,(1797),Acalypha macrostachya,Jacq.,838,,,,126,1362-2,,Y,Acalypha macrostachya,Acalypha macrostachya Jacq.,1362-2,838,Acalypha macrostachya Jacq.,Acalypha macrostachya Jacq.,Acalypha macrostachya Jacq.,A.,A. macrostachya,A. macrostachya Jacq.,A. macrostachya Jacq.,A. macrostachya Jacq.,1797
224470,337593-1,Acalypha marginata,Acalypha marginata (Poir.) Spreng.,Euphorbiaceae,Species,868,337593-1,Species,Accepted,Euphorbiaceae,,Acalypha,,marginata,,,Poir.,Spreng.,,"Syst. Veg., ed. 16.", 3: 879,(1826),Acalypha marginata,(Poir.) Spreng.,868,207391,,,126,337593-1,,Y,Acalypha marginata,Acalypha marginata (Poir.) Spreng.,337593-1,868,Acalypha marginata (Poir.) Spreng.,Acalypha marginata Poir. Spreng.,Acalypha marginata Spreng.,A.,A. marginata,A. marginata (Poir.) Spreng.,A. marginata Poir. Spreng.,A. marginata Spreng.,1826
483222,337614-1,Acalypha mollis,Acalypha mollis Kunth,Euphorbiaceae,Species,900,337614-1,Species,Accepted,Euphorbiaceae,,Acalypha,,mollis,,,,Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp., 2: 94,(1817),Acalypha mollis,Kunth,900,,,,126,337614-1,,Y,Acalypha mollis,Acalypha mollis Kunth,337614-1,900,Acalypha mollis Kunth,Acalypha mollis Kunth,Acalypha mollis Kunth,A.,A. mollis,A. mollis Kunth,A. mollis Kunth,A. mollis Kunth,1817
462545,1386-2,Acalypha monostachya,Acalypha monostachya Cav.,Euphorbiaceae,Species,906,1386-2,Species,Accepted,Euphorbiaceae,,Acalypha,,monostachya,,,,Cav.,,Anales Hist. Nat., 2: 138,(1800),Acalypha monostachya,Cav.,906,,,,126,1386-2,,Y,Acalypha monostachya,Acalypha monostachya Cav.,1386-2,906,Acalypha monostachya Cav.,Acalypha monostachya Cav.,Acalypha monostachya Cav.,A.,A. monostachya,A. monostachya Cav.,A. monostachya Cav.,A. monostachya Cav.,1800
482844,337622-1,Acalypha multicaulis,Acalypha multicaulis Müll.Arg.,Euphorbiaceae,Species,910,337622-1,Species,Accepted,Euphorbiaceae,,Acalypha,,multicaulis,,,,Müll.Arg.,,Linnaea, 34: 53,(1865),Acalypha multicaulis,Müll.Arg.,910,,,,126,337622-1,,Y,Acalypha multicaulis,Acalypha multicaulis Müll.Arg.,337622-1,910,Acalypha multicaulis Müll.Arg.,Acalypha multicaulis Müll.Arg.,Acalypha multicaulis Müll.Arg.,A.,A. multicaulis,A. multicaulis Müll.Arg.,A. multicaulis Müll.Arg.,A. multicaulis Müll.Arg.,1865
482400,337683-1,Acalypha peduncularis,Acalypha peduncularis E.Mey. ex C.Krauss,Euphorbiaceae,Species,1001,337683-1,Species,Accepted,Euphorbiaceae,,Acalypha,,peduncularis,,,,E.Mey. ex C.Krauss,,Flora, 28: 82,(1845),Acalypha peduncularis,E.Mey. ex C.Krauss,1001,,,,126,337683-1,,Y,Acalypha peduncularis,Acalypha peduncularis E.Mey. ex C.Krauss,337683-1,1001,Acalypha peduncularis E.Mey. ex C.Krauss,Acalypha peduncularis E.Mey. ex C.Krauss,Acalypha peduncularis E.Mey. ex C.Krauss,A.,A. peduncularis,A. peduncularis E.Mey. ex C.Krauss,A. peduncularis E.Mey. ex C.Krauss,A. peduncularis E.Mey. ex C.Krauss,1845
467068,337692-1,Acalypha petiolaris,Acalypha petiolaris Hochst.,Euphorbiaceae,Species,1020,337692-1,Species,Accepted,Euphorbiaceae,,Acalypha,,petiolaris,,,,Hochst.,,Flora, 28: 83,(1845),Acalypha petiolaris,Hochst.,1020,,,,126,337692-1,,Y,Acalypha petiolaris,Acalypha petiolaris Hochst.,337692-1,1020,Acalypha petiolaris Hochst.,Acalypha petiolaris Hochst.,Acalypha petiolaris Hochst.,A.,A. petiolaris,A. petiolaris Hochst.,A. petiolaris Hochst.,A. petiolaris Hochst.,1845
465960,1435-2,Acalypha phleoides,Acalypha phleoides Cav.,Euphorbiaceae,Species,1023,1435-2,Species,Accepted,Euphorbiaceae,,Acalypha,,phleoides,,,,Cav.,,Anales Hist. Nat., 2: 139,(1801),Acalypha phleoides,Cav.,1023,,,,126,1435-2,,Y,Acalypha phleoides,Acalypha phleoides Cav.,1435-2,1023,Acalypha phleoides Cav.,Acalypha phleoides Cav.,Acalypha phleoides Cav.,A.,A. phleoides,A. phleoides Cav.,A. phleoides Cav.,A. phleoides Cav.,1801
464766,337706-1,Acalypha plicata,Acalypha plicata Müll.Arg.,Euphorbiaceae,Species,1039,337706-1,Species,Accepted,Euphorbiaceae,,Acalypha,,plicata,,,,Müll.Arg.,A.P.de Candolle,Prodr., 15(2): 855,(1866),Acalypha plicata,Müll.Arg.,1039,,,,126,337706-1,,Y,Acalypha plicata,Acalypha plicata Müll.Arg.,337706-1,1039,Acalypha plicata Müll.Arg.,Acalypha plicata Müll.Arg.,Acalypha plicata Müll.Arg.,A.,A. plicata,A. plicata Müll.Arg.,A. plicata Müll.Arg.,A. plicata Müll.Arg.,1866
462959,1448-2,Acalypha polystachya,Acalypha polystachya Jacq.,Euphorbiaceae,Species,1052,1448-2,Species,Accepted,Euphorbiaceae,,Acalypha,,polystachya,,,,Jacq.,,Pl. Hort. Schoenbr., 2: 64,(1797),Acalypha polystachya,Jacq.,1052,,,,126,1448-2,,Y,Acalypha polystachya,Acalypha polystachya Jacq.,1448-2,1052,Acalypha polystachya Jacq.,Acalypha polystachya Jacq.,Acalypha polystachya Jacq.,A.,A. polystachya,A. polystachya Jacq.,A. polystachya Jacq.,A. polystachya Jacq.,1797
461778,337734-1,Acalypha pygmaea,Acalypha pygmaea A.Rich.,Euphorbiaceae,Species,1085,337734-1,Species,Accepted,Euphorbiaceae,,Acalypha,,pygmaea,,,,A.Rich.,R.de la Sagra,"Hist. Fis. Cuba, Bot.", 11: 205,(1850),Acalypha pygmaea,A.Rich.,1085,,,,126,337734-1,,Y,Acalypha pygmaea,Acalypha pygmaea A.Rich.,337734-1,1085,Acalypha pygmaea A.Rich.,Acalypha pygmaea A.Rich.,Acalypha pygmaea A.Rich.,A.,A. pygmaea,A. pygmaea A.Rich.,A. pygmaea A.Rich.,A. pygmaea A.Rich.,1850
485337,337752-1,Acalypha rhombifolia,Acalypha rhombifolia Schltdl.,Euphorbiaceae,Species,1120,337752-1,Species,Accepted,Euphorbiaceae,,Acalypha,,rhombifolia,,,,Schltdl.,,Linnaea, 7: 382,(1832),Acalypha rhombifolia,Schltdl.,1120,,,,126,337752-1,,Y,Acalypha rhombifolia,Acalypha rhombifolia Schltdl.,337752-1,1120,Acalypha rhombifolia Schltdl.,Acalypha rhombifolia Schltdl.,Acalypha rhombifolia Schltdl.,A.,A. rhombifolia,A. rhombifolia Schltdl.,A. rhombifolia Schltdl.,A. rhombifolia Schltdl.,1832
459801,1500-2,Acalypha scandens,Acalypha scandens Benth.,Euphorbiaceae,Species,1157,1500-2,Species,Accepted,Euphorbiaceae,,Acalypha,,scandens,,,,Benth.,,Hooker's J. Bot. Kew Gard. Misc., 6: 329,(1854),Acalypha scandens,Benth.,1157,,,,126,1500-2,,Y,Acalypha scandens,Acalypha scandens Benth.,1500-2,1157,Acalypha scandens Benth.,Acalypha scandens Benth.,Acalypha scandens Benth.,A.,A. scandens,A. scandens Benth.,A. scandens Benth.,A. scandens Benth.,1854
460941,337787-1,Acalypha schlechteri,Acalypha schlechteri Gand.,Euphorbiaceae,Species,1174,337787-1,Species,Accepted,Euphorbiaceae,,Acalypha,,schlechteri,,,,Gand.,,Bull. Soc. Bot. France, 60: 27,(1913),Acalypha schlechteri,Gand.,1174,,,,126,337787-1,,Y,Acalypha schlechteri,Acalypha schlechteri Gand.,337787-1,1174,Acalypha schlechteri Gand.,Acalypha schlechteri Gand.,Acalypha schlechteri Gand.,A.,A. schlechteri,A. schlechteri Gand.,A. schlechteri Gand.,A. schlechteri Gand.,1913
464770,1520-2,Acalypha setosa,Acalypha setosa A.Rich.,Euphorbiaceae,Species,1205,1520-2,Species,Accepted,Euphorbiaceae,,Acalypha,,setosa,,,,A.Rich.,R.de la Sagra,"Hist. Fis. Cuba, Bot.", 11: 204,(1850),Acalypha setosa,A.Rich.,1205,,,,126,1520-2,,Y,Acalypha setosa,Acalypha setosa A.Rich.,1520-2,1205,Acalypha setosa A.Rich.,Acalypha setosa A.Rich.,Acalypha setosa A.Rich.,A.,A. setosa,A. setosa A.Rich.,A. setosa A.Rich.,A. setosa A.Rich.,1850
464008,337811-1,Acalypha siamensis,Acalypha siamensis Oliv. ex Gage,Euphorbiaceae,Species,1208,337811-1,Species,Accepted,Euphorbiaceae,,Acalypha,,siamensis,,,,Oliv. ex Gage,,Rec. Bot. Surv. India, 9: 238,(1922),Acalypha siamensis,Oliv. ex Gage,1208,,,,126,337811-1,,Y,Acalypha siamensis,Acalypha siamensis Oliv. ex Gage,337811-1,1208,Acalypha siamensis Oliv. ex Gage,Acalypha siamensis Oliv. ex Gage,Acalypha siamensis Oliv. ex Gage,A.,A. siamensis,A. siamensis Oliv. ex Gage,A. siamensis Oliv. ex Gage,A. siamensis Oliv. ex Gage,1922
459802,337880-1,Acalypha tomentosa,Acalypha tomentosa Sw.,Euphorbiaceae,Species,1292,337880-1,Species,Accepted,Euphorbiaceae,,Acalypha,,tomentosa,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 99,(1788),Acalypha tomentosa,Sw.,1292,,,,126,337880-1,,Y,Acalypha tomentosa,Acalypha tomentosa Sw.,337880-1,1292,Acalypha tomentosa Sw.,Acalypha tomentosa Sw.,Acalypha tomentosa Sw.,A.,A. tomentosa,A. tomentosa Sw.,A. tomentosa Sw.,A. tomentosa Sw.,1788
467783,337900-1,Acalypha urophylla,Acalypha urophylla Baill.,Euphorbiaceae,Species,1313,337900-1,Species,Accepted,Euphorbiaceae,,Acalypha,,urophylla,,,,Baill.,,Recueil Observ. Bot., 1: 273,(1861),Acalypha urophylla,Baill.,1313,,,,126,337900-1,,Y,Acalypha urophylla,Acalypha urophylla Baill.,337900-1,1313,Acalypha urophylla Baill.,Acalypha urophylla Baill.,Acalypha urophylla Baill.,A.,A. urophylla,A. urophylla Baill.,A. urophylla Baill.,A. urophylla Baill.,1861
459803,1576-2,Acalypha villosa,Acalypha villosa Jacq.,Euphorbiaceae,Species,1342,1576-2,Species,Accepted,Euphorbiaceae,,Acalypha,,villosa,,,,Jacq.,,Select. Stirp. Amer. Hist.,: 254,(1763),Acalypha villosa,Jacq.,1342,,,,126,1576-2,,Y,Acalypha villosa,Acalypha villosa Jacq.,1576-2,1342,Acalypha villosa Jacq.,Acalypha villosa Jacq.,Acalypha villosa Jacq.,A.,A. villosa,A. villosa Jacq.,A. villosa Jacq.,A. villosa Jacq.,1763
463585,337923-1,Acalypha virgata,Acalypha virgata L.,Euphorbiaceae,Species,1354,337923-1,Species,Accepted,Euphorbiaceae,,Acalypha,,virgata,,,,L.,,"Syst. Nat., ed. 10.", 2: 1275,(1759),Acalypha virgata,L.,1354,,,,126,337923-1,,Y,Acalypha virgata,Acalypha virgata L.,337923-1,1354,Acalypha virgata L.,Acalypha virgata L.,Acalypha virgata L.,A.,A. virgata,A. virgata L.,A. virgata L.,A. virgata L.,1759
467784,1586-2,Acalypha virginica,Acalypha virginica L.,Euphorbiaceae,Species,1359,1586-2,Species,Accepted,Euphorbiaceae,,Acalypha,,virginica,,,,L.,,Sp. Pl.,: 1003,(1753),Acalypha virginica,L.,1359,,,,126,1586-2,,Y,Acalypha virginica,Acalypha virginica L.,1586-2,1359,Acalypha virginica L.,Acalypha virginica L.,Acalypha virginica L.,A.,A. virginica,A. virginica L.,A. virginica L.,A. virginica L.,1753
662087,685942-1,Acantholimon caryophyllaceum,Acantholimon caryophyllaceum Boiss.,Plumbaginaceae,Species,2614658,685942-1,Species,Accepted,Plumbaginaceae,,Acantholimon,,caryophyllaceum,,,,Boiss.,,Diagn. Pl. Orient., 7: 78,(1846),Acantholimon caryophyllaceum,Boiss.,2614658,,,,2614563,685942-1,,N,Acantholimon caryophyllaceum,Acantholimon caryophyllaceum Boiss.,685942-1,2614658,Acantholimon caryophyllaceum Boiss.,Acantholimon caryophyllaceum Boiss.,Acantholimon caryophyllaceum Boiss.,A.,A. caryophyllaceum,A. caryophyllaceum Boiss.,A. caryophyllaceum Boiss.,A. caryophyllaceum Boiss.,1846
661128,686038-1,Acantholimon latifolium,Acantholimon latifolium Boiss.,Plumbaginaceae,Species,2614796,686038-1,Species,Accepted,Plumbaginaceae,,Acantholimon,,latifolium,,,,Boiss.,,Diagn. Pl. Orient.,", ser. 2, 4: 61",(1859),Acantholimon latifolium,Boiss.,2614796,,,,2614563,686038-1,,N,Acantholimon latifolium,Acantholimon latifolium Boiss.,686038-1,2614796,Acantholimon latifolium Boiss.,Acantholimon latifolium Boiss.,Acantholimon latifolium Boiss.,A.,A. latifolium,A. latifolium Boiss.,A. latifolium Boiss.,A. latifolium Boiss.,1859
664582,686085-1,Acantholimon parviflorum,Acantholimon parviflorum Regel,Plumbaginaceae,Species,2614852,686085-1,Species,Accepted,Plumbaginaceae,,Acantholimon,,parviflorum,,,,Regel,,Izv. Imp. Obshch. Lyubit. Estestv. Moskovsk. Univ., 34(2): 73,(1882),Acantholimon parviflorum,Regel,2614852,,,,2614563,686085-1,,N,Acantholimon parviflorum,Acantholimon parviflorum Regel,686085-1,2614852,Acantholimon parviflorum Regel,Acantholimon parviflorum Regel,Acantholimon parviflorum Regel,A.,A. parviflorum,A. parviflorum Regel,A. parviflorum Regel,A. parviflorum Regel,1882
656714,686102-1,Acantholimon purpureum,Acantholimon purpureum Korovin,Plumbaginaceae,Species,2614872,686102-1,Species,Accepted,Plumbaginaceae,,Acantholimon,,purpureum,,,,Korovin,,Trudy Turkestansk. Nauchn. Obshch., 1: 81,(1923),Acantholimon purpureum,Korovin,2614872,,,,2614563,686102-1,,N,Acantholimon purpureum,Acantholimon purpureum Korovin,686102-1,2614872,Acantholimon purpureum Korovin,Acantholimon purpureum Korovin,Acantholimon purpureum Korovin,A.,A. purpureum,A. purpureum Korovin,A. purpureum Korovin,A. purpureum Korovin,1923
773710,150208-1,Acanthophyllum acerosum,Acanthophyllum acerosum Sosn.,Caryophyllaceae,Species,2615027,150208-1,Species,Accepted,Caryophyllaceae,,Acanthophyllum,,acerosum,,,,Sosn.,,Vĕstn. Tiflissk. Bot. Sada, 11: 7,(1915),Acanthophyllum acerosum,Sosn.,2615027,,,,2615026,150208-1,,N,Acanthophyllum acerosum,Acanthophyllum acerosum Sosn.,150208-1,2615027,Acanthophyllum acerosum Sosn.,Acanthophyllum acerosum Sosn.,Acanthophyllum acerosum Sosn.,A.,A. acerosum,A. acerosum Sosn.,A. acerosum Sosn.,A. acerosum Sosn.,1915
771817,150260-1,Acanthophyllum mucronatum,Acanthophyllum mucronatum C.A.Mey.,Caryophyllaceae,Species,2615096,150260-1,Species,Accepted,Caryophyllaceae,,Acanthophyllum,,mucronatum,,,,C.A.Mey.,,Verz. Pfl. Casp. Meer.,: 210,(1831),Acanthophyllum mucronatum,C.A.Mey.,2615096,,,,2615026,150260-1,,N,Acanthophyllum mucronatum,Acanthophyllum mucronatum C.A.Mey.,150260-1,2615096,Acanthophyllum mucronatum C.A.Mey.,Acanthophyllum mucronatum C.A.Mey.,Acanthophyllum mucronatum C.A.Mey.,A.,A. mucronatum,A. mucronatum C.A.Mey.,A. mucronatum C.A.Mey.,A. mucronatum C.A.Mey.,1831
111634,150276-1,Acanthophyllum spinosum,Acanthophyllum spinosum (Desf.) C.A.Mey.,Caryophyllaceae,Species,2615122,150276-1,Species,Accepted,Caryophyllaceae,,Acanthophyllum,,spinosum,,,Desf.,C.A.Mey.,,Verz. Pfl. Casp. Meer.,: 210,(1831),Acanthophyllum spinosum,(Desf.) C.A.Mey.,2615122,2764944,,,2615026,150276-1,,N,Acanthophyllum spinosum,Acanthophyllum spinosum (Desf.) C.A.Mey.,150276-1,2615122,Acanthophyllum spinosum (Desf.) C.A.Mey.,Acanthophyllum spinosum Desf. C.A.Mey.,Acanthophyllum spinosum C.A.Mey.,A.,A. spinosum,A. spinosum (Desf.) C.A.Mey.,A. spinosum Desf. C.A.Mey.,A. spinosum C.A.Mey.,1831
431121,44873-1,Acanthus ilicifolius,Acanthus ilicifolius L.,Acanthaceae,Species,2615257,44873-1,Species,Accepted,Acanthaceae,,Acanthus,,ilicifolius,,,,L.,,Sp. Pl.,: 639,(1753),Acanthus ilicifolius,L.,2615257,,,,2615207,44873-1,,N,Acanthus ilicifolius,Acanthus ilicifolius L.,44873-1,2615257,Acanthus ilicifolius L.,Acanthus ilicifolius L.,Acanthus ilicifolius L.,A.,A. ilicifolius,A. ilicifolius L.,A. ilicifolius L.,A. ilicifolius L.,1753
663475,927504-1,Acer palmatum,Acer palmatum Thunb.,Sapindaceae,Species,2616153,927504-1,Species,Accepted,Sapindaceae,,Acer,,palmatum,,,,Thunb.,J.A.Murray (ed.),"Syst. Veg., ed. 14.",: 911,(1784),Acer palmatum,Thunb.,2616153,,,,2615354,927504-1,,N,Acer palmatum,Acer palmatum Thunb.,927504-1,2616153,Acer palmatum Thunb.,Acer palmatum Thunb.,Acer palmatum Thunb.,A.,A. palmatum,A. palmatum Thunb.,A. palmatum Thunb.,A. palmatum Thunb.,1784
659070,781444-1,Acer pectinatum,Acer pectinatum Wall. ex Brandis,Sapindaceae,Species,2606054,781444-1,Species,Accepted,Sapindaceae,,Acer,,pectinatum,,,,Wall. ex Brandis,,Forest Fl. N.W. India,: 112,(1874),Acer pectinatum,Wall. ex Brandis,2606054,,,,2615354,781444-1,,N,Acer pectinatum,Acer pectinatum Wall. ex Brandis,781444-1,2606054,Acer pectinatum Wall. ex Brandis,Acer pectinatum Wall. ex Brandis,Acer pectinatum Wall. ex Brandis,A.,A. pectinatum,A. pectinatum Wall. ex Brandis,A. pectinatum Wall. ex Brandis,A. pectinatum Wall. ex Brandis,1874
