,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,publication_year,taxon_names_with_authors,taxon_names_with_paranthet_authors,taxon_names_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
470740,337383-1,Acalypha filiformis,Acalypha filiformis Poir.,Euphorbiaceae,Species,541,337383-1,Species,Accepted,Euphorbiaceae,,Acalypha,,filiformis,,,,Poir.,J.B.A.M.de Lamarck,Encycl., 6: 205,(1804),Acalypha filiformis,Poir.,541,,,,126,337383-1,,Y,Acalypha filiformis,Acalypha filiformis Poir.,337383-1,541,1804,Acalypha filiformis Poir.,Acalypha filiformis Poir.,Acalypha filiformis Poir.,A.,A. filiformis,A. filiformis Poir.,A. filiformis Poir.,A. filiformis Poir.
465543,337388-1,Acalypha fimbriata,Acalypha fimbriata Schumach. & Thonn.,Euphorbiaceae,Species,552,337388-1,Species,Accepted,Euphorbiaceae,,Acalypha,,fimbriata,,,,Schumach. & Thonn.,C.F.Schumacher,Beskr. Guin. Pl.,: 409,(1827),Acalypha fimbriata,Schumach. & Thonn.,552,,,,126,337388-1,,Y,Acalypha fimbriata,Acalypha fimbriata Schumach. & Thonn.,337388-1,552,1827,Acalypha fimbriata Schumach. & Thonn.,Acalypha fimbriata Schumach. & Thonn.,Acalypha fimbriata Schumach. & Thonn.,A.,A. fimbriata,A. fimbriata Schumach. & Thonn.,A. fimbriata Schumach. & Thonn.,A. fimbriata Schumach. & Thonn.
466684,337420-1,Acalypha glabrata,Acalypha glabrata Thunb.,Euphorbiaceae,Species,596,337420-1,Species,Accepted,Euphorbiaceae,,Acalypha,,glabrata,,,,Thunb.,,Prodr. Pl. Cap.,: 117,(1800),Acalypha glabrata,Thunb.,596,,,,126,337420-1,,Y,Acalypha glabrata,Acalypha glabrata Thunb.,337420-1,596,1800,Acalypha glabrata Thunb.,Acalypha glabrata Thunb.,Acalypha glabrata Thunb.,A.,A. glabrata,A. glabrata Thunb.,A. glabrata Thunb.,A. glabrata Thunb.
485328,1272-2,Acalypha glandulosa,Acalypha glandulosa Cav.,Euphorbiaceae,Species,606,1272-2,Species,Accepted,Euphorbiaceae,,Acalypha,,glandulosa,,,,Cav.,,Anales Hist. Nat., 2: 141,(1800),Acalypha glandulosa,Cav.,606,,,,126,1272-2,,Y,Acalypha glandulosa,Acalypha glandulosa Cav.,1272-2,606,1800,Acalypha glandulosa Cav.,Acalypha glandulosa Cav.,Acalypha glandulosa Cav.,A.,A. glandulosa,A. glandulosa Cav.,A. glandulosa Cav.,A. glandulosa Cav.
465545,337437-1,Acalypha gracilis,Acalypha gracilis Spreng.,Euphorbiaceae,Species,624,337437-1,Species,Accepted,Euphorbiaceae,,Acalypha,,gracilis,,,,Spreng.,,"Syst. Veg., ed. 16.", 4(2): 315,(1827),Acalypha gracilis,Spreng.,624,,,,126,337437-1,,Y,Acalypha gracilis,Acalypha gracilis Spreng.,337437-1,624,1827,Acalypha gracilis Spreng.,Acalypha gracilis Spreng.,Acalypha gracilis Spreng.,A.,A. gracilis,A. gracilis Spreng.,A. gracilis Spreng.,A. gracilis Spreng.
465958,337478-1,Acalypha hispida,Acalypha hispida Burm.f.,Euphorbiaceae,Species,689,337478-1,Species,Accepted,Euphorbiaceae,,Acalypha,,hispida,,,,Burm.f.,,Fl. Indica,: 303,(1768),Acalypha hispida,Burm.f.,689,,,,126,337478-1,,Y,Acalypha hispida,Acalypha hispida Burm.f.,337478-1,689,1768,Acalypha hispida Burm.f.,Acalypha hispida Burm.f.,Acalypha hispida Burm.f.,A.,A. hispida,A. hispida Burm.f.,A. hispida Burm.f.,A. hispida Burm.f.
465547,337497-1,Acalypha indica,Acalypha indica L.,Euphorbiaceae,Species,713,337497-1,Species,Accepted,Euphorbiaceae,,Acalypha,,indica,,,,L.,,Sp. Pl.,: 1003,(1753),Acalypha indica,L.,713,,,,126,337497-1,,Y,Acalypha indica,Acalypha indica L.,337497-1,713,1753,Acalypha indica L.,Acalypha indica L.,Acalypha indica L.,A.,A. indica,A. indica L.,A. indica L.,A. indica L.
483220,337524-1,Acalypha laevigata,Acalypha laevigata Sw.,Euphorbiaceae,Species,769,337524-1,Species,Accepted,Euphorbiaceae,,Acalypha,,laevigata,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 99,(1788),Acalypha laevigata,Sw.,769,,,,126,337524-1,,Y,Acalypha laevigata,Acalypha laevigata Sw.,337524-1,769,1788,Acalypha laevigata Sw.,Acalypha laevigata Sw.,Acalypha laevigata Sw.,A.,A. laevigata,A. laevigata Sw.,A. laevigata Sw.,A. laevigata Sw.
460194,337563-1,Acalypha longispica,Acalypha longispica Warb.,Euphorbiaceae,Species,820,337563-1,Species,Accepted,Euphorbiaceae,,Acalypha,,longispica,,,,Warb.,,Bot. Jahrb. Syst., 18: 197,(1893),Acalypha longispica,Warb.,820,,,,126,337563-1,,Y,Acalypha longispica,Acalypha longispica Warb.,337563-1,820,1893,Acalypha longispica Warb.,Acalypha longispica Warb.,Acalypha longispica Warb.,A.,A. longispica,A. longispica Warb.,A. longispica Warb.,A. longispica Warb.
459383,1362-2,Acalypha macrostachya,Acalypha macrostachya Jacq.,Euphorbiaceae,Species,838,1362-2,Species,Accepted,Euphorbiaceae,,Acalypha,,macrostachya,,,,Jacq.,,Pl. Hort. Schoenbr., 2: 63,(1797),Acalypha macrostachya,Jacq.,838,,,,126,1362-2,,Y,Acalypha macrostachya,Acalypha macrostachya Jacq.,1362-2,838,1797,Acalypha macrostachya Jacq.,Acalypha macrostachya Jacq.,Acalypha macrostachya Jacq.,A.,A. macrostachya,A. macrostachya Jacq.,A. macrostachya Jacq.,A. macrostachya Jacq.
224470,337593-1,Acalypha marginata,Acalypha marginata (Poir.) Spreng.,Euphorbiaceae,Species,868,337593-1,Species,Accepted,Euphorbiaceae,,Acalypha,,marginata,,,Poir.,Spreng.,,"Syst. Veg., ed. 16.", 3: 879,(1826),Acalypha marginata,(Poir.) Spreng.,868,207391,,,126,337593-1,,Y,Acalypha marginata,Acalypha marginata (Poir.) Spreng.,337593-1,868,1826,Acalypha marginata (Poir.) Spreng.,Acalypha marginata Poir. Spreng.,Acalypha marginata Spreng.,A.,A. marginata,A. marginata (Poir.) Spreng.,A. marginata Poir. Spreng.,A. marginata Spreng.
483222,337614-1,Acalypha mollis,Acalypha mollis Kunth,Euphorbiaceae,Species,900,337614-1,Species,Accepted,Euphorbiaceae,,Acalypha,,mollis,,,,Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp., 2: 94,(1817),Acalypha mollis,Kunth,900,,,,126,337614-1,,Y,Acalypha mollis,Acalypha mollis Kunth,337614-1,900,1817,Acalypha mollis Kunth,Acalypha mollis Kunth,Acalypha mollis Kunth,A.,A. mollis,A. mollis Kunth,A. mollis Kunth,A. mollis Kunth
462545,1386-2,Acalypha monostachya,Acalypha monostachya Cav.,Euphorbiaceae,Species,906,1386-2,Species,Accepted,Euphorbiaceae,,Acalypha,,monostachya,,,,Cav.,,Anales Hist. Nat., 2: 138,(1800),Acalypha monostachya,Cav.,906,,,,126,1386-2,,Y,Acalypha monostachya,Acalypha monostachya Cav.,1386-2,906,1800,Acalypha monostachya Cav.,Acalypha monostachya Cav.,Acalypha monostachya Cav.,A.,A. monostachya,A. monostachya Cav.,A. monostachya Cav.,A. monostachya Cav.
482844,337622-1,Acalypha multicaulis,Acalypha multicaulis Müll.Arg.,Euphorbiaceae,Species,910,337622-1,Species,Accepted,Euphorbiaceae,,Acalypha,,multicaulis,,,,Müll.Arg.,,Linnaea, 34: 53,(1865),Acalypha multicaulis,Müll.Arg.,910,,,,126,337622-1,,Y,Acalypha multicaulis,Acalypha multicaulis Müll.Arg.,337622-1,910,1865,Acalypha multicaulis Müll.Arg.,Acalypha multicaulis Müll.Arg.,Acalypha multicaulis Müll.Arg.,A.,A. multicaulis,A. multicaulis Müll.Arg.,A. multicaulis Müll.Arg.,A. multicaulis Müll.Arg.
482400,337683-1,Acalypha peduncularis,Acalypha peduncularis E.Mey. ex C.Krauss,Euphorbiaceae,Species,1001,337683-1,Species,Accepted,Euphorbiaceae,,Acalypha,,peduncularis,,,,E.Mey. ex C.Krauss,,Flora, 28: 82,(1845),Acalypha peduncularis,E.Mey. ex C.Krauss,1001,,,,126,337683-1,,Y,Acalypha peduncularis,Acalypha peduncularis E.Mey. ex C.Krauss,337683-1,1001,1845,Acalypha peduncularis E.Mey. ex C.Krauss,Acalypha peduncularis E.Mey. ex C.Krauss,Acalypha peduncularis E.Mey. ex C.Krauss,A.,A. peduncularis,A. peduncularis E.Mey. ex C.Krauss,A. peduncularis E.Mey. ex C.Krauss,A. peduncularis E.Mey. ex C.Krauss
467068,337692-1,Acalypha petiolaris,Acalypha petiolaris Hochst.,Euphorbiaceae,Species,1020,337692-1,Species,Accepted,Euphorbiaceae,,Acalypha,,petiolaris,,,,Hochst.,,Flora, 28: 83,(1845),Acalypha petiolaris,Hochst.,1020,,,,126,337692-1,,Y,Acalypha petiolaris,Acalypha petiolaris Hochst.,337692-1,1020,1845,Acalypha petiolaris Hochst.,Acalypha petiolaris Hochst.,Acalypha petiolaris Hochst.,A.,A. petiolaris,A. petiolaris Hochst.,A. petiolaris Hochst.,A. petiolaris Hochst.
462959,1448-2,Acalypha polystachya,Acalypha polystachya Jacq.,Euphorbiaceae,Species,1052,1448-2,Species,Accepted,Euphorbiaceae,,Acalypha,,polystachya,,,,Jacq.,,Pl. Hort. Schoenbr., 2: 64,(1797),Acalypha polystachya,Jacq.,1052,,,,126,1448-2,,Y,Acalypha polystachya,Acalypha polystachya Jacq.,1448-2,1052,1797,Acalypha polystachya Jacq.,Acalypha polystachya Jacq.,Acalypha polystachya Jacq.,A.,A. polystachya,A. polystachya Jacq.,A. polystachya Jacq.,A. polystachya Jacq.
461778,337734-1,Acalypha pygmaea,Acalypha pygmaea A.Rich.,Euphorbiaceae,Species,1085,337734-1,Species,Accepted,Euphorbiaceae,,Acalypha,,pygmaea,,,,A.Rich.,R.de la Sagra,"Hist. Fis. Cuba, Bot.", 11: 205,(1850),Acalypha pygmaea,A.Rich.,1085,,,,126,337734-1,,Y,Acalypha pygmaea,Acalypha pygmaea A.Rich.,337734-1,1085,1850,Acalypha pygmaea A.Rich.,Acalypha pygmaea A.Rich.,Acalypha pygmaea A.Rich.,A.,A. pygmaea,A. pygmaea A.Rich.,A. pygmaea A.Rich.,A. pygmaea A.Rich.
485337,337752-1,Acalypha rhombifolia,Acalypha rhombifolia Schltdl.,Euphorbiaceae,Species,1120,337752-1,Species,Accepted,Euphorbiaceae,,Acalypha,,rhombifolia,,,,Schltdl.,,Linnaea, 7: 382,(1832),Acalypha rhombifolia,Schltdl.,1120,,,,126,337752-1,,Y,Acalypha rhombifolia,Acalypha rhombifolia Schltdl.,337752-1,1120,1832,Acalypha rhombifolia Schltdl.,Acalypha rhombifolia Schltdl.,Acalypha rhombifolia Schltdl.,A.,A. rhombifolia,A. rhombifolia Schltdl.,A. rhombifolia Schltdl.,A. rhombifolia Schltdl.
459801,1500-2,Acalypha scandens,Acalypha scandens Benth.,Euphorbiaceae,Species,1157,1500-2,Species,Accepted,Euphorbiaceae,,Acalypha,,scandens,,,,Benth.,,Hooker's J. Bot. Kew Gard. Misc., 6: 329,(1854),Acalypha scandens,Benth.,1157,,,,126,1500-2,,Y,Acalypha scandens,Acalypha scandens Benth.,1500-2,1157,1854,Acalypha scandens Benth.,Acalypha scandens Benth.,Acalypha scandens Benth.,A.,A. scandens,A. scandens Benth.,A. scandens Benth.,A. scandens Benth.
460941,337787-1,Acalypha schlechteri,Acalypha schlechteri Gand.,Euphorbiaceae,Species,1174,337787-1,Species,Accepted,Euphorbiaceae,,Acalypha,,schlechteri,,,,Gand.,,Bull. Soc. Bot. France, 60: 27,(1913),Acalypha schlechteri,Gand.,1174,,,,126,337787-1,,Y,Acalypha schlechteri,Acalypha schlechteri Gand.,337787-1,1174,1913,Acalypha schlechteri Gand.,Acalypha schlechteri Gand.,Acalypha schlechteri Gand.,A.,A. schlechteri,A. schlechteri Gand.,A. schlechteri Gand.,A. schlechteri Gand.
464770,1520-2,Acalypha setosa,Acalypha setosa A.Rich.,Euphorbiaceae,Species,1205,1520-2,Species,Accepted,Euphorbiaceae,,Acalypha,,setosa,,,,A.Rich.,R.de la Sagra,"Hist. Fis. Cuba, Bot.", 11: 204,(1850),Acalypha setosa,A.Rich.,1205,,,,126,1520-2,,Y,Acalypha setosa,Acalypha setosa A.Rich.,1520-2,1205,1850,Acalypha setosa A.Rich.,Acalypha setosa A.Rich.,Acalypha setosa A.Rich.,A.,A. setosa,A. setosa A.Rich.,A. setosa A.Rich.,A. setosa A.Rich.
464008,337811-1,Acalypha siamensis,Acalypha siamensis Oliv. ex Gage,Euphorbiaceae,Species,1208,337811-1,Species,Accepted,Euphorbiaceae,,Acalypha,,siamensis,,,,Oliv. ex Gage,,Rec. Bot. Surv. India, 9: 238,(1922),Acalypha siamensis,Oliv. ex Gage,1208,,,,126,337811-1,,Y,Acalypha siamensis,Acalypha siamensis Oliv. ex Gage,337811-1,1208,1922,Acalypha siamensis Oliv. ex Gage,Acalypha siamensis Oliv. ex Gage,Acalypha siamensis Oliv. ex Gage,A.,A. siamensis,A. siamensis Oliv. ex Gage,A. siamensis Oliv. ex Gage,A. siamensis Oliv. ex Gage
459802,337880-1,Acalypha tomentosa,Acalypha tomentosa Sw.,Euphorbiaceae,Species,1292,337880-1,Species,Accepted,Euphorbiaceae,,Acalypha,,tomentosa,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 99,(1788),Acalypha tomentosa,Sw.,1292,,,,126,337880-1,,Y,Acalypha tomentosa,Acalypha tomentosa Sw.,337880-1,1292,1788,Acalypha tomentosa Sw.,Acalypha tomentosa Sw.,Acalypha tomentosa Sw.,A.,A. tomentosa,A. tomentosa Sw.,A. tomentosa Sw.,A. tomentosa Sw.
467783,337900-1,Acalypha urophylla,Acalypha urophylla Baill.,Euphorbiaceae,Species,1313,337900-1,Species,Accepted,Euphorbiaceae,,Acalypha,,urophylla,,,,Baill.,,Recueil Observ. Bot., 1: 273,(1861),Acalypha urophylla,Baill.,1313,,,,126,337900-1,,Y,Acalypha urophylla,Acalypha urophylla Baill.,337900-1,1313,1861,Acalypha urophylla Baill.,Acalypha urophylla Baill.,Acalypha urophylla Baill.,A.,A. urophylla,A. urophylla Baill.,A. urophylla Baill.,A. urophylla Baill.
459803,1576-2,Acalypha villosa,Acalypha villosa Jacq.,Euphorbiaceae,Species,1342,1576-2,Species,Accepted,Euphorbiaceae,,Acalypha,,villosa,,,,Jacq.,,Select. Stirp. Amer. Hist.,: 254,(1763),Acalypha villosa,Jacq.,1342,,,,126,1576-2,,Y,Acalypha villosa,Acalypha villosa Jacq.,1576-2,1342,1763,Acalypha villosa Jacq.,Acalypha villosa Jacq.,Acalypha villosa Jacq.,A.,A. villosa,A. villosa Jacq.,A. villosa Jacq.,A. villosa Jacq.
463585,337923-1,Acalypha virgata,Acalypha virgata L.,Euphorbiaceae,Species,1354,337923-1,Species,Accepted,Euphorbiaceae,,Acalypha,,virgata,,,,L.,,"Syst. Nat., ed. 10.", 2: 1275,(1759),Acalypha virgata,L.,1354,,,,126,337923-1,,Y,Acalypha virgata,Acalypha virgata L.,337923-1,1354,1759,Acalypha virgata L.,Acalypha virgata L.,Acalypha virgata L.,A.,A. virgata,A. virgata L.,A. virgata L.,A. virgata L.
467784,1586-2,Acalypha virginica,Acalypha virginica L.,Euphorbiaceae,Species,1359,1586-2,Species,Accepted,Euphorbiaceae,,Acalypha,,virginica,,,,L.,,Sp. Pl.,: 1003,(1753),Acalypha virginica,L.,1359,,,,126,1586-2,,Y,Acalypha virginica,Acalypha virginica L.,1586-2,1359,1753,Acalypha virginica L.,Acalypha virginica L.,Acalypha virginica L.,A.,A. virginica,A. virginica L.,A. virginica L.,A. virginica L.
662087,685942-1,Acantholimon caryophyllaceum,Acantholimon caryophyllaceum Boiss.,Plumbaginaceae,Species,2614658,685942-1,Species,Accepted,Plumbaginaceae,,Acantholimon,,caryophyllaceum,,,,Boiss.,,Diagn. Pl. Orient., 7: 78,(1846),Acantholimon caryophyllaceum,Boiss.,2614658,,,,2614563,685942-1,,N,Acantholimon caryophyllaceum,Acantholimon caryophyllaceum Boiss.,685942-1,2614658,1846,Acantholimon caryophyllaceum Boiss.,Acantholimon caryophyllaceum Boiss.,Acantholimon caryophyllaceum Boiss.,A.,A. caryophyllaceum,A. caryophyllaceum Boiss.,A. caryophyllaceum Boiss.,A. caryophyllaceum Boiss.
661128,686038-1,Acantholimon latifolium,Acantholimon latifolium Boiss.,Plumbaginaceae,Species,2614796,686038-1,Species,Accepted,Plumbaginaceae,,Acantholimon,,latifolium,,,,Boiss.,,Diagn. Pl. Orient.,", ser. 2, 4: 61",(1859),Acantholimon latifolium,Boiss.,2614796,,,,2614563,686038-1,,N,Acantholimon latifolium,Acantholimon latifolium Boiss.,686038-1,2614796,1859,Acantholimon latifolium Boiss.,Acantholimon latifolium Boiss.,Acantholimon latifolium Boiss.,A.,A. latifolium,A. latifolium Boiss.,A. latifolium Boiss.,A. latifolium Boiss.
664582,686085-1,Acantholimon parviflorum,Acantholimon parviflorum Regel,Plumbaginaceae,Species,2614852,686085-1,Species,Accepted,Plumbaginaceae,,Acantholimon,,parviflorum,,,,Regel,,Izv. Imp. Obshch. Lyubit. Estestv. Moskovsk. Univ., 34(2): 73,(1882),Acantholimon parviflorum,Regel,2614852,,,,2614563,686085-1,,N,Acantholimon parviflorum,Acantholimon parviflorum Regel,686085-1,2614852,1882,Acantholimon parviflorum Regel,Acantholimon parviflorum Regel,Acantholimon parviflorum Regel,A.,A. parviflorum,A. parviflorum Regel,A. parviflorum Regel,A. parviflorum Regel
656714,686102-1,Acantholimon purpureum,Acantholimon purpureum Korovin,Plumbaginaceae,Species,2614872,686102-1,Species,Accepted,Plumbaginaceae,,Acantholimon,,purpureum,,,,Korovin,,Trudy Turkestansk. Nauchn. Obshch., 1: 81,(1923),Acantholimon purpureum,Korovin,2614872,,,,2614563,686102-1,,N,Acantholimon purpureum,Acantholimon purpureum Korovin,686102-1,2614872,1923,Acantholimon purpureum Korovin,Acantholimon purpureum Korovin,Acantholimon purpureum Korovin,A.,A. purpureum,A. purpureum Korovin,A. purpureum Korovin,A. purpureum Korovin
773710,150208-1,Acanthophyllum acerosum,Acanthophyllum acerosum Sosn.,Caryophyllaceae,Species,2615027,150208-1,Species,Accepted,Caryophyllaceae,,Acanthophyllum,,acerosum,,,,Sosn.,,Vĕstn. Tiflissk. Bot. Sada, 11: 7,(1915),Acanthophyllum acerosum,Sosn.,2615027,,,,2615026,150208-1,,N,Acanthophyllum acerosum,Acanthophyllum acerosum Sosn.,150208-1,2615027,1915,Acanthophyllum acerosum Sosn.,Acanthophyllum acerosum Sosn.,Acanthophyllum acerosum Sosn.,A.,A. acerosum,A. acerosum Sosn.,A. acerosum Sosn.,A. acerosum Sosn.
771817,150260-1,Acanthophyllum mucronatum,Acanthophyllum mucronatum C.A.Mey.,Caryophyllaceae,Species,2615096,150260-1,Species,Accepted,Caryophyllaceae,,Acanthophyllum,,mucronatum,,,,C.A.Mey.,,Verz. Pfl. Casp. Meer.,: 210,(1831),Acanthophyllum mucronatum,C.A.Mey.,2615096,,,,2615026,150260-1,,N,Acanthophyllum mucronatum,Acanthophyllum mucronatum C.A.Mey.,150260-1,2615096,1831,Acanthophyllum mucronatum C.A.Mey.,Acanthophyllum mucronatum C.A.Mey.,Acanthophyllum mucronatum C.A.Mey.,A.,A. mucronatum,A. mucronatum C.A.Mey.,A. mucronatum C.A.Mey.,A. mucronatum C.A.Mey.
111634,150276-1,Acanthophyllum spinosum,Acanthophyllum spinosum (Desf.) C.A.Mey.,Caryophyllaceae,Species,2615122,150276-1,Species,Accepted,Caryophyllaceae,,Acanthophyllum,,spinosum,,,Desf.,C.A.Mey.,,Verz. Pfl. Casp. Meer.,: 210,(1831),Acanthophyllum spinosum,(Desf.) C.A.Mey.,2615122,2764944,,,2615026,150276-1,,N,Acanthophyllum spinosum,Acanthophyllum spinosum (Desf.) C.A.Mey.,150276-1,2615122,1831,Acanthophyllum spinosum (Desf.) C.A.Mey.,Acanthophyllum spinosum Desf. C.A.Mey.,Acanthophyllum spinosum C.A.Mey.,A.,A. spinosum,A. spinosum (Desf.) C.A.Mey.,A. spinosum Desf. C.A.Mey.,A. spinosum C.A.Mey.
431121,44873-1,Acanthus ilicifolius,Acanthus ilicifolius L.,Acanthaceae,Species,2615257,44873-1,Species,Accepted,Acanthaceae,,Acanthus,,ilicifolius,,,,L.,,Sp. Pl.,: 639,(1753),Acanthus ilicifolius,L.,2615257,,,,2615207,44873-1,,N,Acanthus ilicifolius,Acanthus ilicifolius L.,44873-1,2615257,1753,Acanthus ilicifolius L.,Acanthus ilicifolius L.,Acanthus ilicifolius L.,A.,A. ilicifolius,A. ilicifolius L.,A. ilicifolius L.,A. ilicifolius L.
663475,927504-1,Acer palmatum,Acer palmatum Thunb.,Sapindaceae,Species,2616153,927504-1,Species,Accepted,Sapindaceae,,Acer,,palmatum,,,,Thunb.,J.A.Murray (ed.),"Syst. Veg., ed. 14.",: 911,(1784),Acer palmatum,Thunb.,2616153,,,,2615354,927504-1,,N,Acer palmatum,Acer palmatum Thunb.,927504-1,2616153,1784,Acer palmatum Thunb.,Acer palmatum Thunb.,Acer palmatum Thunb.,A.,A. palmatum,A. palmatum Thunb.,A. palmatum Thunb.,A. palmatum Thunb.
659070,781444-1,Acer pectinatum,Acer pectinatum Wall. ex Brandis,Sapindaceae,Species,2606054,781444-1,Species,Accepted,Sapindaceae,,Acer,,pectinatum,,,,Wall. ex Brandis,,Forest Fl. N.W. India,: 112,(1874),Acer pectinatum,Wall. ex Brandis,2606054,,,,2615354,781444-1,,N,Acer pectinatum,Acer pectinatum Wall. ex Brandis,781444-1,2606054,1874,Acer pectinatum Wall. ex Brandis,Acer pectinatum Wall. ex Brandis,Acer pectinatum Wall. ex Brandis,A.,A. pectinatum,A. pectinatum Wall. ex Brandis,A. pectinatum Wall. ex Brandis,A. pectinatum Wall. ex Brandis
662100,781485-1,Acer robustum,Acer robustum Pax,Sapindaceae,Species,2616321,781485-1,Species,Accepted,Sapindaceae,,Acer,,robustum,,,,Pax,H.G.A.Engler (ed.),Pflanzenr.,", IV, 163: 79",(1902),Acer robustum,Pax,2616321,,,,2615354,781485-1,,N,Acer robustum,Acer robustum Pax,781485-1,2616321,1902,Acer robustum Pax,Acer robustum Pax,Acer robustum Pax,A.,A. robustum,A. robustum Pax,A. robustum Pax,A. robustum Pax
663287,781558-1,Acer velutinum,Acer velutinum Boiss.,Sapindaceae,Species,2616618,781558-1,Species,Accepted,Sapindaceae,,Acer,,velutinum,,,,Boiss.,,Diagn. Pl. Orient., 6: 28,(1846),Acer velutinum,Boiss.,2616618,,,,2615354,781558-1,,N,Acer velutinum,Acer velutinum Boiss.,781558-1,2616618,1846,Acer velutinum Boiss.,Acer velutinum Boiss.,Acer velutinum Boiss.,A.,A. velutinum,A. velutinum Boiss.,A. velutinum Boiss.,A. velutinum Boiss.
472905,173783-1,Achillea acuminata,Achillea acuminata (Ledeb.) Sch.Bip.,Asteraceae,Species,3109677,173783-1,Species,Accepted,Asteraceae,,Achillea,,acuminata,,,Ledeb.,Sch.Bip.,,Flora, 38: 15,(1855),Achillea acuminata,(Ledeb.) Sch.Bip.,3109677,3109676,,,3133851,173783-1,,N,Achillea acuminata,Achillea acuminata (Ledeb.) Sch.Bip.,173783-1,3109677,1855,Achillea acuminata (Ledeb.) Sch.Bip.,Achillea acuminata Ledeb. Sch.Bip.,Achillea acuminata Sch.Bip.,A.,A. acuminata,A. acuminata (Ledeb.) Sch.Bip.,A. acuminata Ledeb. Sch.Bip.,A. acuminata Sch.Bip.
442531,174006-1,Achillea grandifolia,Achillea grandifolia Friv.,Asteraceae,Species,3109941,174006-1,Species,Accepted,Asteraceae,,Achillea,,grandifolia,,,,Friv.,,Flora, 19: 433,(1836),Achillea grandifolia,Friv.,3109941,,,,3133851,174006-1,,N,Achillea grandifolia,Achillea grandifolia Friv.,174006-1,3109941,1836,Achillea grandifolia Friv.,Achillea grandifolia Friv.,Achillea grandifolia Friv.,A.,A. grandifolia,A. grandifolia Friv.,A. grandifolia Friv.,A. grandifolia Friv.
449775,174135-1,Achillea nana,Achillea nana L.,Asteraceae,Species,3110043,174135-1,Species,Accepted,Asteraceae,,Achillea,,nana,,,,L.,,Sp. Pl.,: 899,(1753),Achillea nana,L.,3110043,,,,3133851,174135-1,,N,Achillea nana,Achillea nana L.,174135-1,3110043,1753,Achillea nana L.,Achillea nana L.,Achillea nana L.,A.,A. nana,A. nana L.,A. nana L.,A. nana L.
444768,174265-1,Achillea setacea,Achillea setacea Waldst. & Kit.,Asteraceae,Species,2908241,174265-1,Species,Accepted,Asteraceae,,Achillea,,setacea,,,,Waldst. & Kit.,,Descr. Icon. Pl. Hung., 1: 82,(1802),Achillea setacea,Waldst. & Kit.,2908241,,,,3133851,174265-1,,N,Achillea setacea,Achillea setacea Waldst. & Kit.,174265-1,2908241,1802,Achillea setacea Waldst. & Kit.,Achillea setacea Waldst. & Kit.,Achillea setacea Waldst. & Kit.,A.,A. setacea,A. setacea Waldst. & Kit.,A. setacea Waldst. & Kit.,A. setacea Waldst. & Kit.
441240,174314-1,Achillea tenuifolia,Achillea tenuifolia Lam.,Asteraceae,Species,3110192,174314-1,Species,Accepted,Asteraceae,,Achillea,,tenuifolia,,,,Lam.,,Encycl., 1: 26,(1783),Achillea tenuifolia,Lam.,3110192,,,,3133851,174314-1,,N,Achillea tenuifolia,Achillea tenuifolia Lam.,174314-1,3110192,1783,Achillea tenuifolia Lam.,Achillea tenuifolia Lam.,Achillea tenuifolia Lam.,A.,A. tenuifolia,A. tenuifolia Lam.,A. tenuifolia Lam.,A. tenuifolia Lam.
445988,174326-1,Achillea tomentosa,Achillea tomentosa L.,Asteraceae,Species,2909026,174326-1,Species,Accepted,Asteraceae,,Achillea,,tomentosa,,,,L.,,Sp. Pl.,: 897,(1753),Achillea tomentosa,L.,2909026,,,,3133851,174326-1,,N,Achillea tomentosa,Achillea tomentosa L.,174326-1,2909026,1753,Achillea tomentosa L.,Achillea tomentosa L.,Achillea tomentosa L.,A.,A. tomentosa,A. tomentosa L.,A. tomentosa L.,A. tomentosa L.
438767,770612-1,Acmadenia gracilis,Acmadenia gracilis Dümmer,Rutaceae,Species,2618130,770612-1,Species,Accepted,Rutaceae,,Acmadenia,,gracilis,,,,Dümmer,,Repert. Spec. Nov. Regni Veg., 11: 163,(1912),Acmadenia gracilis,Dümmer,2618130,,,,2618113,770612-1,,N,Acmadenia gracilis,Acmadenia gracilis Dümmer,770612-1,2618130,1912,Acmadenia gracilis Dümmer,Acmadenia gracilis Dümmer,Acmadenia gracilis Dümmer,A.,A. gracilis,A. gracilis Dümmer,A. gracilis Dümmer,A. gracilis Dümmer
